Temperature (K);Pressure (MPa);Density (mol/l);Volume (l/mol);Internal Energy (kJ/mol);Enthalpy (kJ/mol);Entropy (J/mol*K);Cv (J/mol*K);Cp (J/mol*K);Sound Spd. (m/s);Joule-Thomson (K/MPa);Viscosity (uPa*s);Therm. Cond. (W/m*K);Surf. Tension (N/m);Phase
36.913.691;0.087728668;53.354.316;0.018742626;72.449.421;72.465.863;22.729.186;68.260.916;75.866.697;15.464.348;-0.18056048;29.390.244;0.67558901;0.059681611;liquid
36.976.013;0.089747831;53.330.075;0.018751146;72.922.170;72.938.998;22.857.149;68.202.326;75.878.672;15.459.582;-0.18019524;29.192.636;0.67585475;0.059562559;liquid
37.038.336;0.091805414;53.305.735;0.018759708;73.394.991;73.412.213;22.984.916;68.143.777;75.890.798;15.454.696;-0.17982901;28.997.390;0.67611534;0.059443326;liquid
37.100.659;0.093901979;53.281.296;0.018768312;73.867.885;73.885.509;23.112.488;68.085.273;75.903.077;15.449.690;-0.17946177;28.804.467;0.67637081;0.059323915;liquid
37.162.981;0.096038093;53.256.758;0.018776960;74.340.853;74.358.887;23.239.866;68.026.815;75.915.510;15.444.565;-0.17909351;28.613.831;0.67662117;0.059204324;liquid
37.225.304;0.098214329;53.232.121;0.018785650;74.813.897;74.832.347;23.367.050;67.968.404;75.928.099;15.439.322;-0.17872421;28.425.447;0.67686643;0.059084555;liquid
37.287.627;0.10043126;53.207.386;0.018794383;75.287.016;75.305.891;23.494.042;67.910.043;75.940.843;15.433.961;-0.17835384;28.239.278;0.67710662;0.058964608;liquid
37.349.949;0.10268948;53.182.554;0.018803159;75.760.212;75.779.521;23.620.843;67.851.732;75.953.744;15.428.483;-0.17798239;28.055.291;0.67734174;0.058844483;liquid
37.412.272;0.10498957;53.157.623;0.018811977;76.233.485;76.253.236;23.747.453;67.793.475;75.966.805;15.422.889;-0.17760984;27.873.451;0.67757182;0.058724181;liquid
37.474.595;0.10733212;53.132.595;0.018820839;76.706.837;76.727.038;23.873.874;67.735.271;75.980.025;15.417.179;-0.17723616;27.693.725;0.67779686;0.058603702;liquid
37.536.917;0.10971774;53.107.469;0.018829743;77.180.269;77.200.928;24.000.105;67.677.123;75.993.405;15.411.353;-0.17686135;27.516.081;0.67801688;0.058483046;liquid
37.599.240;0.11214703;53.082.247;0.018838690;77.653.781;77.674.908;24.126.149;67.619.032;76.006.948;15.405.414;-0.17648538;27.340.486;0.67823190;0.058362214;liquid
37.661.563;0.11462060;53.056.927;0.018847680;78.127.374;78.148.978;24.252.006;67.561.001;76.020.654;15.399.360;-0.17610823;27.166.909;0.67844193;0.058241207;liquid
37.723.885;0.11713906;53.031.511;0.018856713;78.601.050;78.623.139;24.377.676;67.503.029;76.034.525;15.393.192;-0.17572989;26.995.320;0.67864699;0.058120024;liquid
37.786.208;0.11970304;53.005.998;0.018865789;79.074.809;79.097.392;24.503.161;67.445.119;76.048.561;15.386.912;-0.17535033;26.825.687;0.67884708;0.057998667;liquid
37.848.531;0.12231316;52.980.389;0.018874909;79.548.652;79.571.739;24.628.462;67.387.273;76.062.763;15.380.519;-0.17496953;26.657.982;0.67904223;0.057877135;liquid
37.910.853;0.12497005;52.954.684;0.018884071;80.022.581;80.046.180;24.753.579;67.329.491;76.077.134;15.374.014;-0.17458748;26.492.175;0.67923245;0.057755429;liquid
37.973.176;0.12767435;52.928.882;0.018893276;80.496.595;80.520.717;24.878.514;67.271.776;76.091.674;15.367.399;-0.17420416;26.328.237;0.67941776;0.057633550;liquid
38.035.499;0.13042671;52.902.985;0.018902525;80.970.697;80.995.351;25.003.266;67.214.127;76.106.384;15.360.672;-0.17381955;26.166.141;0.67959816;0.057511497;liquid
38.097.821;0.13322778;52.876.993;0.018911817;81.444.887;81.470.083;25.127.838;67.156.548;76.121.265;15.353.836;-0.17343362;26.005.859;0.67977367;0.057389272;liquid
38.160.144;0.13607819;52.850.905;0.018921152;81.919.166;81.944.913;25.252.229;67.099.038;76.136.319;15.346.889;-0.17304637;25.847.365;0.67994431;0.057266874;liquid
38.222.467;0.13897863;52.824.721;0.018930530;82.393.535;82.419.844;25.376.441;67.041.600;76.151.547;15.339.834;-0.17265777;25.690.630;0.68011010;0.057144304;liquid
38.284.789;0.14192974;52.798.443;0.018939952;82.867.995;82.894.877;25.500.475;66.984.235;76.166.950;15.332.670;-0.17226780;25.535.631;0.68027104;0.057021563;liquid
38.347.112;0.14493220;52.772.070;0.018949418;83.342.548;83.370.011;25.624.331;66.926.943;76.182.529;15.325.398;-0.17187644;25.382.340;0.68042714;0.056898651;liquid
38.409.435;0.14798669;52.745.602;0.018958927;83.817.193;83.845.250;25.748.010;66.869.726;76.198.285;15.318.018;-0.17148368;25.230.733;0.68057844;0.056775568;liquid
38.471.757;0.15109389;52.719.039;0.018968479;84.291.933;84.320.593;25.871.513;66.812.586;76.214.220;15.310.531;-0.17108949;25.080.785;0.68072493;0.056652315;liquid
38.534.080;0.15425447;52.692.382;0.018978075;84.766.768;84.796.042;25.994.841;66.755.523;76.230.335;15.302.938;-0.17069386;24.932.472;0.68086663;0.056528893;liquid
38.596.403;0.15746915;52.665.631;0.018987715;85.241.699;85.271.598;26.117.995;66.698.539;76.246.631;15.295.238;-0.17029677;24.785.770;0.68100355;0.056405301;liquid
38.658.725;0.16073861;52.638.785;0.018997399;85.716.727;85.747.263;26.240.976;66.641.635;76.263.109;15.287.433;-0.16989819;24.640.656;0.68113572;0.056281540;liquid
38.721.048;0.16406355;52.611.845;0.019007126;86.191.854;86.223.037;26.363.784;66.584.811;76.279.770;15.279.523;-0.16949811;24.497.107;0.68126314;0.056157610;liquid
38.783.371;0.16744470;52.584.812;0.019016898;86.667.079;86.698.922;26.486.420;66.528.070;76.296.616;15.271.507;-0.16909651;24.355.100;0.68138582;0.056033513;liquid
38.845.693;0.17088275;52.557.685;0.019026713;87.142.406;87.174.919;26.608.885;66.471.411;76.313.647;15.263.388;-0.16869337;24.214.614;0.68150379;0.055909248;liquid
38.908.016;0.17437843;52.530.463;0.019036573;87.617.834;87.651.029;26.731.180;66.414.836;76.330.866;15.255.164;-0.16828867;24.075.626;0.68161705;0.055784815;liquid
38.970.339;0.17793247;52.503.149;0.019046477;88.093.364;88.127.254;26.853.306;66.358.347;76.348.273;15.246.838;-0.16788239;23.938.115;0.68172562;0.055660216;liquid
39.032.661;0.18154559;52.475.741;0.019056425;88.568.998;88.603.594;26.975.263;66.301.943;76.365.869;15.238.408;-0.16747452;23.802.060;0.68182951;0.055535451;liquid
39.094.984;0.18521854;52.448.239;0.019066417;89.044.736;89.080.051;27.097.053;66.245.627;76.383.656;15.229.876;-0.16706502;23.667.440;0.68192874;0.055410520;liquid
39.157.307;0.18895206;52.420.645;0.019076454;89.520.581;89.556.626;27.218.676;66.189.398;76.401.634;15.221.241;-0.16665389;23.534.236;0.68202331;0.055285423;liquid
39.219.629;0.19274688;52.392.957;0.019086535;89.996.532;90.033.321;27.340.133;66.133.258;76.419.806;15.212.505;-0.16624110;23.402.427;0.68211324;0.055160162;liquid
39.281.952;0.19660378;52.365.176;0.019096661;90.472.591;90.510.136;27.461.424;66.077.209;76.438.172;15.203.668;-0.16582663;23.271.994;0.68219855;0.055034736;liquid
39.344.275;0.20052350;52.337.303;0.019106831;90.948.759;90.987.073;27.582.551;66.021.249;76.456.733;15.194.730;-0.16541047;23.142.918;0.68227925;0.054909146;liquid
39.406.597;0.20450681;52.309.336;0.019117046;91.425.037;91.464.133;27.703.515;65.965.382;76.475.491;15.185.691;-0.16499259;23.015.178;0.68235535;0.054783392;liquid
39.468.920;0.20855448;52.281.277;0.019127306;91.901.427;91.941.318;27.824.316;65.909.607;76.494.447;15.176.552;-0.16457297;22.888.758;0.68242686;0.054657476;liquid
39.531.243;0.21266728;52.253.125;0.019137611;92.377.929;92.418.628;27.944.954;65.853.925;76.513.602;15.167.314;-0.16415159;22.763.639;0.68249380;0.054531396;liquid
39.593.565;0.21684600;52.224.880;0.019147962;92.854.544;92.896.066;28.065.432;65.798.337;76.532.958;15.157.976;-0.16372844;22.639.802;0.68255618;0.054405154;liquid
39.655.888;0.22109143;52.196.543;0.019158357;93.331.275;93.373.632;28.185.749;65.742.844;76.552.515;15.148.540;-0.16330350;22.517.230;0.68261402;0.054278751;liquid
39.718.211;0.22540435;52.168.113;0.019168797;93.808.120;93.851.328;28.305.906;65.687.447;76.572.276;15.139.005;-0.16287673;22.395.907;0.68266732;0.054152186;liquid
39.780.533;0.22978557;52.139.591;0.019179283;94.285.083;94.329.154;28.425.905;65.632.146;76.592.240;15.129.371;-0.16244813;22.275.813;0.68271610;0.054025460;liquid
39.842.856;0.23423588;52.110.977;0.019189815;94.762.164;94.807.113;28.545.745;65.576.943;76.612.410;15.119.640;-0.16201767;22.156.934;0.68276037;0.053898574;liquid
39.905.179;0.23875610;52.082.270;0.019200392;95.239.364;95.285.206;28.665.428;65.521.837;76.632.787;15.109.812;-0.16158534;22.039.252;0.68280014;0.053771528;liquid
39.967.501;0.24334704;52.053.472;0.019211015;95.716.685;95.763.434;28.784.955;65.466.830;76.653.372;15.099.887;-0.16115110;21.922.750;0.68283544;0.053644322;liquid
40.029.824;0.24800952;52.024.581;0.019221683;96.194.127;96.241.798;28.904.326;65.411.922;76.674.166;15.089.865;-0.16071495;21.807.414;0.68286626;0.053516957;liquid
40.092.147;0.25274437;51.995.597;0.019232398;96.671.691;96.720.300;29.023.542;65.357.115;76.695.170;15.079.746;-0.16027685;21.693.228;0.68289262;0.053389434;liquid
40.154.469;0.25755242;51.966.522;0.019243158;97.149.380;97.198.941;29.142.604;65.302.408;76.716.387;15.069.532;-0.15983679;21.580.175;0.68291454;0.053261752;liquid
40.216.792;0.26243450;51.937.355;0.019253965;97.627.194;97.677.723;29.261.513;65.247.802;76.737.817;15.059.222;-0.15939475;21.468.241;0.68293203;0.053133913;liquid
40.279.115;0.26739147;51.908.095;0.019264818;98.105.134;98.156.646;29.380.269;65.193.298;76.759.461;15.048.817;-0.15895071;21.357.411;0.68294509;0.053005917;liquid
40.341.437;0.27242416;51.878.744;0.019275717;98.583.201;98.635.713;29.498.873;65.138.897;76.781.321;15.038.317;-0.15850465;21.247.670;0.68295375;0.052877764;liquid
40.403.760;0.27753343;51.849.301;0.019286663;99.061.397;99.114.924;29.617.327;65.084.599;76.803.398;15.027.722;-0.15805653;21.139.003;0.68295801;0.052749455;liquid
40.466.083;0.28272014;51.819.766;0.019297656;99.539.723;99.594.282;29.735.629;65.030.404;76.825.694;15.017.033;-0.15760635;21.031.397;0.68295789;0.052620990;liquid
40.528.405;0.28798515;51.790.138;0.019308695;10.001.818;10.007.379;29.853.783;64.976.314;76.848.209;15.006.250;-0.15715409;20.924.837;0.68295340;0.052492370;liquid
40.590.728;0.29332934;51.760.419;0.019319782;10.049.677;10.055.344;29.971.787;64.922.329;76.870.945;14.995.373;-0.15669971;20.819.310;0.68294454;0.052363595;liquid
40.653.051;0.29875358;51.730.609;0.019330915;10.097.549;10.103.324;30.089.644;64.868.449;76.893.904;14.984.403;-0.15624320;20.714.802;0.68293134;0.052234666;liquid
40.715.373;0.30425876;51.700.706;0.019342096;10.145.435;10.151.320;30.207.354;64.814.675;76.917.087;14.973.340;-0.15578453;20.611.299;0.68291380;0.052105583;liquid
40.777.696;0.30984575;51.670.711;0.019353324;10.193.334;10.199.331;30.324.917;64.761.007;76.940.495;14.962.184;-0.15532369;20.508.789;0.68289194;0.051976346;liquid
40.840.019;0.31551546;51.640.625;0.019364599;10.241.248;10.247.357;30.442.334;64.707.447;76.964.129;14.950.935;-0.15486065;20.407.258;0.68286577;0.051846957;liquid
40.902.341;0.32126877;51.610.446;0.019375922;10.289.174;10.295.399;30.559.606;64.653.993;76.987.991;14.939.595;-0.15439539;20.306.694;0.68283530;0.051717415;liquid
40.964.664;0.32710660;51.580.176;0.019387293;10.337.115;10.343.457;30.676.734;64.600.648;77.012.083;14.928.162;-0.15392789;20.207.084;0.68280053;0.051587722;liquid
41.026.987;0.33302986;51.549.814;0.019398712;10.385.070;10.391.531;30.793.719;64.547.411;77.036.405;14.916.639;-0.15345812;20.108.417;0.68276149;0.051457877;liquid
41.089.309;0.33903946;51.519.360;0.019410179;10.433.040;10.439.621;30.910.561;64.494.283;77.060.960;14.905.023;-0.15298606;20.010.679;0.68271819;0.051327881;liquid
41.151.632;0.34513631;51.488.814;0.019421694;10.481.023;10.487.726;31.027.261;64.441.264;77.085.748;14.893.317;-0.15251169;19.913.859;0.68267063;0.051197735;liquid
41.213.955;0.35132135;51.458.176;0.019433258;10.529.021;10.535.849;31.143.819;64.388.354;77.110.771;14.881.520;-0.15203499;19.817.945;0.68261883;0.051067438;liquid
41.276.277;0.35759551;51.427.446;0.019444870;10.577.034;10.583.988;31.260.238;64.335.555;77.136.030;14.869.633;-0.15155593;19.722.926;0.68256280;0.050936993;liquid
41.338.600;0.36395973;51.396.624;0.019456531;10.625.062;10.632.143;31.376.516;64.282.866;77.161.527;14.857.656;-0.15107449;19.628.789;0.68250255;0.050806398;liquid
41.400.923;0.37041494;51.365.710;0.019468241;10.673.104;10.680.315;31.492.656;64.230.287;77.187.264;14.845.588;-0.15059064;19.535.525;0.68243808;0.050675655;liquid
41.463.245;0.37696209;51.334.704;0.019479999;10.721.161;10.728.505;31.608.657;64.177.820;77.213.241;14.833.431;-0.15010436;19.443.121;0.68236943;0.050544764;liquid
41.525.568;0.38360215;51.303.606;0.019491807;10.769.234;10.776.711;31.724.521;64.125.465;77.239.461;14.821.185;-0.14961564;19.351.567;0.68229658;0.050413726;liquid
41.587.891;0.39033606;51.272.416;0.019503665;10.817.322;10.824.935;31.840.248;64.073.221;77.265.924;14.808.850;-0.14912443;19.260.853;0.68221956;0.050282541;liquid
41.650.213;0.39716479;51.241.133;0.019515571;10.865.425;10.873.176;31.955.838;64.021.090;77.292.633;14.796.425;-0.14863073;19.170.967;0.68213838;0.050151209;liquid
41.712.536;0.40408932;51.209.759;0.019527528;10.913.543;10.921.434;32.071.294;63.969.071;77.319.588;14.783.913;-0.14813450;19.081.899;0.68205304;0.050019732;liquid
41.774.859;0.41111062;51.178.292;0.019539534;10.961.678;10.969.711;32.186.615;63.917.165;77.346.792;14.771.311;-0.14763572;18.993.639;0.68196356;0.049888109;liquid
41.837.181;0.41822966;51.146.733;0.019551591;11.009.828;11.018.005;32.301.802;63.865.373;77.374.245;14.758.622;-0.14713436;18.906.177;0.68186995;0.049756341;liquid
41.899.504;0.42544745;51.115.081;0.019563698;11.057.994;11.066.317;32.416.856;63.813.694;77.401.950;14.745.845;-0.14663041;18.819.503;0.68177221;0.049624429;liquid
41.961.827;0.43276496;51.083.337;0.019575855;11.106.176;11.114.648;32.531.778;63.762.128;77.429.908;14.732.980;-0.14612383;18.733.607;0.68167037;0.049492373;liquid
42.024.149;0.44018319;51.051.501;0.019588063;11.154.374;11.162.997;32.646.568;63.710.677;77.458.121;14.720.028;-0.14561460;18.648.479;0.68156443;0.049360174;liquid
42.086.472;0.44770316;51.019.571;0.019600321;11.202.589;11.211.364;32.761.227;63.659.340;77.486.589;14.706.989;-0.14510270;18.564.110;0.68145439;0.049227832;liquid
42.148.795;0.45532586;50.987.550;0.019612631;11.250.820;11.259.751;32.875.755;63.608.117;77.515.316;14.693.862;-0.14458809;18.480.491;0.68134028;0.049095348;liquid
42.211.117;0.46305232;50.955.435;0.019624992;11.299.068;11.308.156;32.990.154;63.557.010;77.544.302;14.680.649;-0.14407076;18.397.613;0.68122210;0.048962721;liquid
42.273.440;0.47088354;50.923.228;0.019637404;11.347.333;11.356.580;33.104.425;63.506.017;77.573.549;14.667.350;-0.14355067;18.315.465;0.68109986;0.048829954;liquid
42.335.763;0.47882057;50.890.927;0.019649868;11.395.614;11.405.023;33.218.567;63.455.140;77.603.058;14.653.964;-0.14302781;18.234.040;0.68097358;0.048697046;liquid
42.398.085;0.48686441;50.858.534;0.019662384;11.443.913;11.453.486;33.332.582;63.404.379;77.632.832;14.640.492;-0.14250214;18.153.328;0.68084325;0.048563998;liquid
42.460.408;0.49501612;50.826.048;0.019674951;11.492.229;11.501.968;33.446.470;63.353.733;77.662.872;14.626.935;-0.14197363;18.073.321;0.68070890;0.048430810;liquid
42.522.731;0.50327674;50.793.468;0.019687571;11.540.562;11.550.470;33.560.232;63.303.203;77.693.180;14.613.292;-0.14144227;17.994.010;0.68057053;0.048297483;liquid
42.585.053;0.51164730;50.760.795;0.019700243;11.588.912;11.598.992;33.673.869;63.252.789;77.723.757;14.599.563;-0.14090801;17.915.387;0.68042816;0.048164018;liquid
42.647.376;0.52012886;50.728.029;0.019712968;11.637.280;11.647.534;33.787.382;63.202.492;77.754.605;14.585.749;-0.14037085;17.837.443;0.68028178;0.048030415;liquid
42.709.699;0.52872248;50.695.169;0.019725745;11.685.666;11.696.096;33.900.770;63.152.311;77.785.726;14.571.850;-0.13983073;17.760.170;0.68013142;0.047896674;liquid
42.772.021;0.53742923;50.662.216;0.019738576;11.734.070;11.744.678;34.014.036;63.102.247;77.817.122;14.557.867;-0.13928765;17.683.561;0.67997708;0.047762796;liquid
42.834.344;0.54625016;50.629.169;0.019751460;11.782.492;11.793.281;34.127.179;63.052.300;77.848.795;14.543.799;-0.13874157;17.607.606;0.67981878;0.047628782;liquid
42.896.667;0.55518635;50.596.028;0.019764397;11.830.932;11.841.905;34.240.200;63.002.470;77.880.745;14.529.646;-0.13819247;17.532.299;0.67965651;0.047494632;liquid
42.958.989;0.56423889;50.562.793;0.019777388;11.879.390;11.890.549;34.353.101;62.952.758;77.912.976;14.515.409;-0.13764030;17.457.631;0.67949029;0.047360346;liquid
43.021.312;0.57340885;50.529.464;0.019790434;11.927.867;11.939.215;34.465.881;62.903.162;77.945.489;14.501.088;-0.13708505;17.383.595;0.67933440;0.047225926;liquid
43.083.635;0.58269733;50.496.041;0.019803533;11.976.363;11.987.902;34.578.541;62.853.685;77.978.285;14.486.684;-0.13652669;17.310.183;0.67926442;0.047091372;liquid
43.145.957;0.59210542;50.462.523;0.019816686;12.024.877;12.036.611;34.691.083;62.804.325;78.011.368;14.472.195;-0.13596518;17.237.389;0.67913622;0.046956684;liquid
43.208.280;0.60163422;50.428.912;0.019829895;12.073.410;12.085.341;34.803.506;62.755.082;78.044.737;14.457.624;-0.13540050;17.165.203;0.67899328;0.046821863;liquid
43.270.603;0.61128483;50.395.205;0.019843158;12.121.963;12.134.092;34.915.812;62.705.958;78.078.397;14.442.969;-0.13483262;17.093.620;0.67884091;0.046686909;liquid
43.332.925;0.62105837;50.361.404;0.019856476;12.170.534;12.182.866;35.028.001;62.656.952;78.112.347;14.428.230;-0.13426150;17.022.632;0.67868118;0.046551824;liquid
43.395.248;0.63095596;50.327.508;0.019869849;12.219.125;12.231.662;35.140.074;62.608.064;78.146.592;14.413.409;-0.13368711;16.952.233;0.67851514;0.046416607;liquid
43.457.571;0.64097871;50.293.516;0.019883279;12.267.736;12.280.480;35.252.031;62.559.294;78.181.131;14.398.505;-0.13310943;16.882.414;0.67834343;0.046281259;liquid
43.519.893;0.65112774;50.259.430;0.019896764;12.316.366;12.329.321;35.363.874;62.510.643;78.215.968;14.383.519;-0.13252843;16.813.170;0.67816646;0.046145781;liquid
43.582.216;0.66140421;50.225.248;0.019910305;12.365.016;12.378.185;35.475.602;62.462.111;78.251.104;14.368.450;-0.13194406;16.744.494;0.67798454;0.046010174;liquid
43.644.539;0.67180923;50.190.971;0.019923902;12.413.686;12.427.071;35.587.218;62.413.696;78.286.542;14.353.299;-0.13135631;16.676.378;0.67779785;0.045874437;liquid
43.706.861;0.68234395;50.156.598;0.019937556;12.462.376;12.475.981;35.698.720;62.365.401;78.322.283;14.338.066;-0.13076513;16.608.817;0.67760658;0.045738572;liquid
43.769.184;0.69300953;50.122.129;0.019951267;12.511.087;12.524.913;35.810.111;62.317.225;78.358.329;14.322.750;-0.13017050;16.541.805;0.67741084;0.045602579;liquid
43.831.507;0.70380711;50.087.564;0.019965035;12.559.818;12.573.870;35.921.390;62.269.167;78.394.684;14.307.353;-0.12957238;16.475.333;0.67721074;0.045466458;liquid
43.893.829;0.71473785;50.052.903;0.019978861;12.608.570;12.622.850;36.032.559;62.221.228;78.431.348;14.291.875;-0.12897075;16.409.397;0.67700637;0.045330211;liquid
43.956.152;0.72580292;50.018.146;0.019992744;12.657.342;12.671.853;36.143.618;62.173.409;78.468.324;14.276.315;-0.12836555;16.343.990;0.67679778;0.045193837;liquid
44.018.475;0.73700348;49.983.292;0.020006685;12.706.136;12.720.881;36.254.567;62.125.708;78.505.615;14.260.673;-0.12775678;16.279.106;0.67658505;0.045057338;liquid
44.080.797;0.74834071;49.948.341;0.020020685;12.754.951;12.769.933;36.365.408;62.078.127;78.543.221;14.244.951;-0.12714437;16.214.739;0.67636822;0.044920714;liquid
44.143.120;0.75981578;49.913.294;0.020034743;12.803.787;12.819.009;36.476.141;62.030.665;78.581.147;14.229.147;-0.12652832;16.150.883;0.67614734;0.044783965;liquid
44.205.443;0.77142989;49.878.149;0.020048859;12.852.644;12.868.110;36.586.767;61.983.322;78.619.393;14.213.262;-0.12590857;16.087.532;0.67592245;0.044647092;liquid
44.267.765;0.78318422;49.842.907;0.020063035;12.901.523;12.917.236;36.697.287;61.936.098;78.657.962;14.197.297;-0.12528510;16.024.681;0.67569358;0.044510097;liquid
44.330.088;0.79507996;49.807.567;0.020077270;12.950.424;12.966.387;36.807.700;61.888.994;78.696.857;14.181.251;-0.12465787;15.962.323;0.67546077;0.044372978;liquid
44.392.411;0.80711832;49.772.130;0.020091565;12.999.347;13.015.563;36.918.009;61.842.010;78.736.080;14.165.125;-0.12402684;15.900.453;0.67522405;0.044235738;liquid
44.454.733;0.81930050;49.736.595;0.020105920;13.048.292;13.064.764;37.028.213;61.795.145;78.775.633;14.148.918;-0.12339198;15.839.065;0.67498344;0.044098376;liquid
44.517.056;0.83162771;49.700.961;0.020120335;13.097.259;13.113.991;37.138.313;61.748.400;78.815.518;14.132.631;-0.12275325;15.778.154;0.67473897;0.043960893;liquid
44.579.379;0.84410117;49.665.229;0.020134811;13.146.248;13.163.244;37.248.310;61.701.774;78.855.738;14.116.264;-0.12211061;15.717.715;0.67449066;0.043823290;liquid
44.641.701;0.85672209;49.629.399;0.020149347;13.195.261;13.212.523;37.358.205;61.655.268;78.896.296;14.099.817;-0.12146404;15.657.741;0.67423853;0.043685568;liquid
44.704.024;0.86949171;49.593.470;0.020163945;13.244.296;13.261.828;37.467.998;61.608.881;78.937.194;14.083.290;-0.12081348;15.598.229;0.67398261;0.043547726;liquid
44.766.347;0.88241125;49.557.441;0.020178604;13.293.354;13.311.160;37.577.690;61.562.615;78.978.434;14.066.684;-0.12015890;15.539.171;0.67372290;0.043409766;liquid
44.828.669;0.89548195;49.521.314;0.020193325;13.342.435;13.360.518;37.687.282;61.516.468;79.020.020;14.049.998;-0.11950026;15.480.565;0.67345943;0.043271689;liquid
44.890.992;0.90870504;49.485.087;0.020208108;13.391.540;13.409.903;37.796.774;61.470.441;79.061.953;14.033.232;-0.11883753;15.422.403;0.67319221;0.043133494;liquid
44.953.315;0.92208178;49.448.760;0.020222954;13.440.668;13.459.315;37.906.167;61.424.533;79.104.236;14.016.387;-0.11817066;15.364.682;0.67292126;0.042995183;liquid
45.015.637;0.93561342;49.412.333;0.020237862;13.489.819;13.508.754;38.015.461;61.378.746;79.146.872;13.999.463;-0.11749962;15.307.397;0.67264660;0.042856755;liquid
45.077.960;0.94930121;49.375.806;0.020252834;13.538.995;13.558.221;38.124.658;61.333.079;79.189.863;13.982.459;-0.11682436;15.250.541;0.67236824;0.042718213;liquid
45.140.283;0.96314642;49.339.178;0.020267869;13.588.194;13.607.715;38.233.758;61.287.531;79.233.212;13.965.377;-0.11614485;15.194.112;0.67208619;0.042579556;liquid
45.202.605;0.97715030;49.302.450;0.020282968;13.637.418;13.657.238;38.342.761;61.242.103;79.276.923;13.948.216;-0.11546104;15.138.103;0.67180046;0.042440785;liquid
45.264.928;0.99131414;49.265.620;0.020298131;13.686.666;13.706.788;38.451.669;61.196.796;79.320.997;13.930.976;-0.11477289;15.082.510;0.67151107;0.042301901;liquid
45.327.251;10.056.392;49.228.690;0.020313358;13.735.939;13.756.367;38.560.482;61.151.608;79.365.438;13.913.657;-0.11408037;15.027.329;0.67121804;0.042162904;liquid
45.389.573;10.201.268;49.191.657;0.020328650;13.785.237;13.805.975;38.669.200;61.106.541;79.410.248;13.896.260;-0.11338342;14.972.555;0.67092136;0.042023795;liquid
45.451.896;10.347.781;49.154.523;0.020344008;13.834.559;13.855.611;38.777.825;61.061.593;79.455.430;13.878.784;-0.11268200;14.918.183;0.67062106;0.041884574;liquid
45.514.219;10.495.946;49.117.287;0.020359431;13.883.907;13.905.276;38.886.357;61.016.765;79.500.988;13.861.230;-0.11197608;14.864.209;0.67031715;0.041745243;liquid
45.576.541;10.645.774;49.079.948;0.020374920;13.933.280;13.954.970;38.994.797;60.972.058;79.546.923;13.843.597;-0.11126561;14.810.628;0.67000963;0.041605802;liquid
45.638.864;10.797.280;49.042.506;0.020390475;13.982.678;14.004.694;39.103.145;60.927.471;79.593.240;13.825.886;-0.11055054;14.757.436;0.66969851;0.041466251;liquid
45.701.187;10.950.475;49.004.962;0.020406097;14.032.102;14.054.448;39.211.402;60.883.004;79.639.941;13.808.097;-0.10983083;14.704.630;0.66938382;0.041326591;liquid
45.763.509;11.105.373;48.967.314;0.020421786;14.081.552;14.104.231;39.319.569;60.838.656;79.687.029;13.790.230;-0.10910643;14.652.204;0.66906554;0.041186824;liquid
45.825.832;11.261.987;48.929.563;0.020437542;14.131.028;14.154.045;39.427.646;60.794.430;79.734.507;13.772.285;-0.10837730;14.600.154;0.66874371;0.041046948;liquid
45.888.155;11.420.331;48.891.708;0.020453366;14.180.530;14.203.889;39.535.635;60.750.323;79.782.379;13.754.263;-0.10764339;14.548.476;0.66841832;0.040906967;liquid
45.950.477;11.580.417;48.853.748;0.020469258;14.230.059;14.253.763;39.643.535;60.706.336;79.830.648;13.736.162;-0.10690466;14.497.166;0.66808938;0.040766879;liquid
46.012.800;11.742.260;48.815.684;0.020485219;14.279.615;14.303.669;39.751.348;60.662.470;79.879.316;13.717.984;-0.10616106;14.446.221;0.66775690;0.040626685;liquid
46.075.123;11.905.872;48.777.515;0.020501249;14.329.197;14.353.605;39.859.073;60.618.724;79.928.388;13.699.728;-0.10541253;14.395.635;0.66742090;0.040486387;liquid
46.137.445;12.071.266;48.739.241;0.020517348;14.378.806;14.403.573;39.966.713;60.575.098;79.977.866;13.681.395;-0.10465904;14.345.406;0.66708138;0.040345985;liquid
46.199.768;12.238.457;48.700.862;0.020533517;14.428.443;14.453.572;40.074.267;60.531.593;80.027.754;13.662.984;-0.10390053;14.295.528;0.66673834;0.040205479;liquid
46.262.091;12.407.457;48.662.377;0.020549757;14.478.107;14.503.604;40.181.736;60.488.208;80.078.055;13.644.496;-0.10313695;14.245.999;0.66639181;0.040064871;liquid
46.324.413;12.578.281;48.623.785;0.020566067;14.527.798;14.553.667;40.289.121;60.444.943;80.128.773;13.625.930;-0.10236826;14.196.815;0.66604178;0.039924161;liquid
46.386.736;12.750.941;48.585.087;0.020582447;14.577.518;14.603.762;40.396.423;60.401.799;80.179.911;13.607.287;-0.10159440;14.147.971;0.66568826;0.039783349;liquid
46.449.059;12.925.452;48.546.282;0.020598900;14.627.265;14.653.890;40.503.641;60.358.775;80.231.473;13.588.567;-0.10081532;14.099.464;0.66533126;0.039642437;liquid
46.511.381;13.101.828;48.507.370;0.020615424;14.677.041;14.704.051;40.610.778;60.315.871;80.283.462;13.569.770;-0.10003097;14.051.290;0.66497079;0.039501424;liquid
