Temperature (K);Pressure (MPa);Density (mol/l);Volume (l/mol);Internal Energy (kJ/mol);Enthalpy (kJ/mol);Entropy (J/mol*K);Cv (J/mol*K);Cp (J/mol*K);Sound Spd. (m/s);Joule-Thomson (K/MPa);Viscosity (uPa*s);Therm. Cond. (W/m*K);Phase
47.882.480;17.482.093;0.48885579;20.455.930;46.779.799;50.355.924;11.508.232;37.979.401;55.464.496;50.438.015;23.358.409;15.860.355;0.039547488;vapor
47.944.803;17.705.241;0.49492253;20.205.182;46.784.294;50.361.670;11.499.963;38.062.726;55.646.725;50.442.009;23.230.400;15.881.714;0.039673580;vapor
48.007.125;17.930.595;0.50105062;19.958.063;46.788.708;50.367.308;11.491.706;38.146.249;55.830.126;50.445.799;23.103.237;15.903.083;0.039800275;vapor
48.069.448;18.158.173;0.50724057;19.714.512;46.793.043;50.372.838;11.483.460;38.229.968;56.014.711;50.449.383;22.976.915;15.924.462;0.039927577;vapor
48.131.771;18.387.988;0.51349289;19.474.466;46.797.297;50.378.260;11.475.226;38.313.884;56.200.491;50.452.763;22.851.426;15.945.851;0.040055490;vapor
48.194.093;18.620.056;0.51980811;19.237.868;46.801.470;50.383.572;11.467.002;38.397.996;56.387.475;50.455.935;22.726.767;15.967.251;0.040184018;vapor
48.256.416;18.854.391;0.52618677;19.004.659;46.805.562;50.388.775;11.458.790;38.482.303;56.575.677;50.458.901;22.602.931;15.988.662;0.040313167;vapor
48.318.739;19.091.009;0.53262938;18.774.781;46.809.572;50.393.867;11.450.588;38.566.805;56.765.106;50.461.659;22.479.913;16.010.084;0.040442939;vapor
48.381.061;19.329.925;0.53913650;18.548.178;46.813.499;50.398.848;11.442.398;38.651.502;56.955.775;50.464.208;22.357.708;16.031.518;0.040573340;vapor
48.443.384;19.571.155;0.54570866;18.324.796;46.817.344;50.403.718;11.434.217;38.736.394;57.147.696;50.466.548;22.236.309;16.052.964;0.040704374;vapor
48.505.707;19.814.712;0.55234641;18.104.580;46.821.106;50.408.476;11.426.047;38.821.480;57.340.881;50.468.677;22.115.712;16.074.423;0.040836046;vapor
48.568.029;20.060.613;0.55905030;17.887.478;46.824.784;50.413.122;11.417.887;38.906.760;57.535.343;50.470.596;21.995.912;16.095.895;0.040968359;vapor
48.630.352;20.308.873;0.56582090;17.673.437;46.828.378;50.417.654;11.409.737;38.992.235;57.731.095;50.472.302;21.876.901;16.117.380;0.041101320;vapor
48.692.675;20.559.507;0.57265876;17.462.406;46.831.887;50.422.072;11.401.597;39.077.903;57.928.149;50.473.797;21.758.676;16.138.878;0.041234933;vapor
48.754.997;20.812.532;0.57956445;17.254.336;46.835.312;50.426.376;11.393.466;39.163.766;58.126.520;50.475.077;21.641.231;16.160.391;0.041369202;vapor
48.817.320;21.067.961;0.58653855;17.049.178;46.838.650;50.430.565;11.385.345;39.249.823;58.326.221;50.476.144;21.524.561;16.181.918;0.041504133;vapor
48.879.643;21.325.811;0.59358164;16.846.882;46.841.903;50.434.638;11.377.233;39.336.075;58.527.265;50.476.995;21.408.659;16.203.460;0.041639730;vapor
48.941.965;21.586.098;0.60069429;16.647.403;46.845.070;50.438.594;11.369.129;39.422.521;58.729.668;50.477.630;21.293.521;16.225.018;0.041775998;vapor
49.004.288;21.848.837;0.60787710;16.450.694;46.848.149;50.442.434;11.361.035;39.509.161;58.933.443;50.478.049;21.179.142;16.246.591;0.041912944;vapor
49.066.611;22.114.043;0.61513066;16.256.709;46.851.141;50.446.157;11.352.950;39.595.997;59.138.606;50.478.250;21.065.515;16.268.180;0.042050571;vapor
49.128.933;22.381.733;0.62245558;16.065.403;46.854.045;50.449.761;11.344.873;39.683.028;59.345.172;50.478.232;20.952.636;16.289.786;0.042188886;vapor
49.191.256;22.651.922;0.62985246;15.876.734;46.856.861;50.453.246;11.336.804;39.770.255;59.553.156;50.477.995;20.840.500;16.311.409;0.042327893;vapor
49.253.579;22.924.626;0.63732191;15.690.658;46.859.588;50.456.612;11.328.744;39.857.678;59.762.574;50.477.537;20.729.101;16.333.050;0.042467599;vapor
49.315.901;23.199.861;0.64486455;15.507.132;46.862.225;50.459.858;11.320.691;39.945.298;59.973.442;50.476.859;20.618.434;16.354.708;0.042608008;vapor
49.378.224;23.477.643;0.65248101;15.326.116;46.864.772;50.462.983;11.312.646;40.033.115;60.185.777;50.475.958;20.508.494;16.376.385;0.042749127;vapor
49.440.547;23.757.987;0.66017192;15.147.569;46.867.229;50.465.986;11.304.609;40.121.130;60.399.595;50.474.834;20.399.275;16.398.081;0.042890961;vapor
49.502.869;24.040.910;0.66793791;14.971.451;46.869.595;50.468.868;11.296.579;40.209.343;60.614.914;50.473.487;20.290.772;16.419.796;0.043033516;vapor
49.565.192;24.326.428;0.67577963;14.797.723;46.871.869;50.471.627;11.288.557;40.297.755;60.831.750;50.471.914;20.182.981;16.441.532;0.043176799;vapor
49.627.515;24.614.557;0.68369772;14.626.347;46.874.051;50.474.262;11.280.541;40.386.367;61.050.123;50.470.115;20.075.895;16.463.287;0.043320814;vapor
49.689.837;24.905.313;0.69169284;14.457.284;46.876.141;50.476.773;11.272.533;40.475.180;61.270.049;50.468.090;19.969.510;16.485.064;0.043465569;vapor
49.752.160;25.198.713;0.69976566;14.290.498;46.878.138;50.479.159;11.264.531;40.564.195;61.491.548;50.465.836;19.863.821;16.506.862;0.043611069;vapor
49.814.483;25.494.772;0.70791684;14.125.953;46.880.040;50.481.420;11.256.536;40.653.411;61.714.638;50.463.354;19.758.822;16.528.681;0.043757321;vapor
49.876.805;25.793.507;0.71614707;13.963.612;46.881.849;50.483.554;11.248.547;40.742.831;61.939.339;50.460.643;19.654.509;16.550.523;0.043904332;vapor
49.939.128;26.094.934;0.72445701;13.803.442;46.883.563;50.485.562;11.240.564;40.832.456;62.165.670;50.457.700;19.550.875;16.572.388;0.044052107;vapor
50.001.451;26.399.070;0.73284737;13.645.406;46.885.181;50.487.442;11.232.587;40.922.285;62.393.652;50.454.526;19.447.917;16.594.277;0.044200655;vapor
50.063.773;26.705.930;0.74131884;13.489.472;46.886.704;50.489.193;11.224.616;41.012.321;62.623.304;50.451.118;19.345.629;16.616.190;0.044349981;vapor
50.126.096;27.015.533;0.74987212;13.335.607;46.888.130;50.490.815;11.216.651;41.102.565;62.854.648;50.447.477;19.244.007;16.638.127;0.044500093;vapor
50.188.419;27.327.893;0.75850793;13.183.778;46.889.459;50.492.308;11.208.691;41.193.017;63.087.704;50.443.601;19.143.044;16.660.089;0.044650997;vapor
50.250.741;27.643.028;0.76722698;13.033.953;46.890.691;50.493.670;11.200.737;41.283.679;63.322.495;50.439.489;19.042.736;16.682.077;0.044802702;vapor
50.313.064;27.960.955;0.77603000;12.886.100;46.891.824;50.494.900;11.192.787;41.374.553;63.559.042;50.435.140;18.943.078;16.704.091;0.044955213;vapor
50.375.387;28.281.689;0.78491773;12.740.189;46.892.858;50.495.998;11.184.842;41.465.639;63.797.368;50.430.553;18.844.066;16.726.132;0.045108540;vapor
50.437.709;28.605.248;0.79389092;12.596.189;46.893.793;50.496.964;11.176.902;41.556.938;64.037.496;50.425.727;18.745.693;16.748.201;0.045262688;vapor
50.500.032;28.931.649;0.80295030;12.454.071;46.894.627;50.497.796;11.168.967;41.648.453;64.279.449;50.420.660;18.647.956;16.770.298;0.045417667;vapor
50.562.355;29.260.909;0.81209663;12.313.805;46.895.362;50.498.493;11.161.036;41.740.185;64.523.252;50.415.352;18.550.849;16.792.423;0.045573484;vapor
50.624.677;29.593.043;0.82133070;12.175.364;46.895.994;50.499.055;11.153.109;41.832.135;64.768.927;50.409.802;18.454.368;16.814.578;0.045730147;vapor
50.687.000;29.928.070;0.83065326;12.038.718;46.896.525;50.499.481;11.145.185;41.924.305;65.016.501;50.404.007;18.358.507;16.836.762;0.045887665;vapor
50.749.323;30.266.006;0.84006511;11.903.839;46.896.953;50.499.770;11.137.266;42.016.696;65.265.997;50.397.968;18.263.262;16.858.977;0.046046045;vapor
50.811.645;30.606.869;0.84956703;11.770.702;46.897.278;50.499.922;11.129.350;42.109.310;65.517.443;50.391.683;18.168.627;16.881.224;0.046205296;vapor
50.873.968;30.950.675;0.85915984;11.639.278;46.897.500;50.499.935;11.121.438;42.202.149;65.770.864;50.385.151;18.074.599;16.903.502;0.046365427;vapor
50.936.291;31.297.441;0.86884433;11.509.542;46.897.616;50.499.808;11.113.529;42.295.214;66.026.287;50.378.371;17.981.172;16.925.812;0.046526446;vapor
50.998.613;31.647.185;0.87862132;11.381.467;46.897.628;50.499.542;11.105.623;42.388.507;66.283.739;50.371.341;17.888.341;16.948.156;0.046688364;vapor
51.060.936;31.999.925;0.88849166;11.255.030;46.897.533;50.499.134;11.097.719;42.482.031;66.543.248;50.364.060;17.796.102;16.970.534;0.046851188;vapor
51.123.259;32.355.676;0.89845616;11.130.204;46.897.333;50.498.585;11.089.819;42.575.786;66.804.842;50.356.527;17.704.450;16.992.947;0.047014929;vapor
51.185.581;32.714.457;0.90851569;11.006.965;46.897.024;50.497.893;11.081.920;42.669.775;67.068.551;50.348.742;17.613.381;17.015.394;0.047179595;vapor
51.247.904;33.076.285;0.91867110;10.885.289;46.896.608;50.497.058;11.074.024;42.763.999;67.334.402;50.340.701;17.522.888;17.037.878;0.047345197;vapor
51.310.227;33.441.178;0.92892326;10.765.152;46.896.084;50.496.077;11.066.130;42.858.461;67.602.428;50.332.405;17.432.969;17.060.399;0.047511744;vapor
51.372.549;33.809.153;0.93927304;10.646.532;46.895.450;50.494.952;11.058.238;42.953.163;67.872.657;50.323.852;17.343.618;17.082.957;0.047679247;vapor
51.434.872;34.180.227;0.94972133;10.529.404;46.894.706;50.493.680;11.050.348;43.048.107;68.145.121;50.315.041;17.254.831;17.105.553;0.047847716;vapor
51.497.195;34.554.418;0.96026903;10.413.748;46.893.851;50.492.261;11.042.459;43.143.294;68.419.853;50.305.970;17.166.603;17.128.188;0.048017162;vapor
51.559.517;34.931.744;0.97091706;10.299.541;46.892.885;50.490.694;11.034.571;43.238.727;68.696.883;50.296.638;17.078.929;17.150.863;0.048187595;vapor
51.621.840;35.312.223;0.98166632;10.186.761;46.891.807;50.488.978;11.026.684;43.334.409;68.976.247;50.287.045;16.991.804;17.173.579;0.048359025;vapor
51.684.163;35.695.872;0.99251775;10.075.387;46.890.615;50.487.112;11.018.798;43.430.340;69.257.976;50.277.187;16.905.226;17.196.336;0.048531466;vapor
51.746.485;36.082.709;10.034.723;0.99653972;46.889.310;50.485.095;11.010.913;43.526.525;69.542.105;50.267.065;16.819.188;17.219.135;0.048704927;vapor
51.808.808;36.472.752;10.145.309;0.98567721;46.887.890;50.482.926;11.003.028;43.622.964;69.828.670;50.256.676;16.733.686;17.241.977;0.048879421;vapor
51.871.131;36.866.020;10.256.946;0.97494912;46.886.355;50.480.605;10.995.144;43.719.661;70.117.706;50.246.020;16.648.716;17.264.863;0.049054959;vapor
51.933.453;37.262.529;10.369.642;0.96435344;46.884.704;50.478.129;10.987.259;43.816.617;70.409.249;50.235.094;16.564.273;17.287.794;0.049231553;vapor
51.995.776;37.662.298;10.483.409;0.95388822;46.882.937;50.475.499;10.979.374;43.913.836;70.703.337;50.223.899;16.480.354;17.310.770;0.049409217;vapor
52.058.099;38.065.345;10.598.255;0.94355154;46.881.051;50.472.713;10.971.489;44.011.318;71.000.007;50.212.431;16.396.952;17.333.793;0.049587962;vapor
52.120.421;38.471.688;10.714.192;0.93334151;46.879.047;50.469.769;10.963.604;44.109.068;71.299.298;50.200.690;16.314.065;17.356.862;0.049767801;vapor
52.182.744;38.881.346;10.831.229;0.92325627;46.876.924;50.466.668;10.955.717;44.207.088;71.601.249;50.188.674;16.231.688;17.379.981;0.049948748;vapor
52.245.067;39.294.336;10.949.377;0.91329398;46.874.680;50.463.409;10.947.830;44.305.380;71.905.901;50.176.381;16.149.816;17.403.148;0.050130817;vapor
52.307.389;39.710.677;11.068.646;0.90345286;46.872.316;50.459.989;10.939.941;44.403.946;72.213.295;50.163.811;16.068.445;17.426.365;0.050314020;vapor
52.369.712;40.130.388;11.189.047;0.89373113;46.869.830;50.456.408;10.932.051;44.502.790;72.523.472;50.150.962;15.987.571;17.449.634;0.050498372;vapor
52.432.035;40.553.486;11.310.592;0.88412706;46.867.221;50.452.665;10.924.160;44.601.914;72.836.475;50.137.832;15.907.189;17.472.954;0.050683888;vapor
52.494.357;40.979.991;11.433.289;0.87463893;46.864.489;50.448.758;10.916.266;44.701.320;73.152.347;50.124.419;15.827.296;17.496.328;0.050870582;vapor
52.556.680;41.409.921;11.557.152;0.86526506;46.861.632;50.444.688;10.908.371;44.801.012;73.471.133;50.110.722;15.747.887;17.519.755;0.051058468;vapor
52.619.003;41.843.294;11.682.191;0.85600380;46.858.650;50.440.451;10.900.473;44.900.993;73.792.878;50.096.740;15.668.957;17.543.237;0.051247563;vapor
52.681.325;42.280.129;11.808.417;0.84685353;46.855.541;50.436.049;10.892.573;45.001.264;74.117.628;50.082.471;15.590.503;17.566.775;0.051437882;vapor
52.743.648;42.720.445;11.935.843;0.83781264;46.852.306;50.431.478;10.884.669;45.101.830;74.445.431;50.067.913;15.512.520;17.590.371;0.051629441;vapor
52.805.971;43.164.260;12.064.479;0.82887955;46.848.942;50.426.739;10.876.763;45.202.692;74.776.334;50.053.065;15.435.005;17.614.024;0.051822257;vapor
52.868.293;43.611.594;12.194.338;0.82005273;46.845.449;50.421.830;10.868.854;45.303.854;75.110.387;50.037.924;15.357.953;17.637.737;0.052016345;vapor
52.930.616;44.062.465;12.325.431;0.81133065;46.841.827;50.416.749;10.860.942;45.405.319;75.447.640;50.022.490;15.281.360;17.661.509;0.052211724;vapor
52.992.939;44.516.893;12.457.771;0.80271181;46.838.073;50.411.497;10.853.026;45.507.089;75.788.144;50.006.761;15.205.222;17.685.343;0.052408410;vapor
53.055.261;44.974.895;12.591.370;0.79419473;46.834.187;50.406.070;10.845.105;45.609.168;76.131.951;49.990.734;15.129.536;17.709.240;0.052606422;vapor
53.117.584;45.436.492;12.726.241;0.78577798;46.830.169;50.400.468;10.837.181;45.711.559;76.479.115;49.974.409;15.054.296;17.733.200;0.052805777;vapor
53.179.907;45.901.703;12.862.396;0.77746011;46.826.017;50.394.691;10.829.253;45.814.264;76.829.690;49.957.783;14.979.499;17.757.225;0.053006495;vapor
53.242.229;46.370.546;12.999.849;0.76923973;46.821.729;50.388.736;10.821.320;45.917.287;77.183.732;49.940.855;14.905.141;17.781.317;0.053208594;vapor
53.304.552;46.843.041;13.138.611;0.76111546;46.817.306;50.382.602;10.813.382;46.020.632;77.541.298;49.923.623;14.831.218;17.805.475;0.053412095;vapor
53.366.875;47.319.208;13.278.697;0.75308594;46.812.746;50.376.289;10.805.439;46.124.300;77.902.445;49.906.085;14.757.726;17.829.702;0.053617017;vapor
53.429.197;47.799.065;13.420.120;0.74514982;46.808.047;50.369.794;10.797.491;46.228.296;78.267.233;49.888.239;14.684.662;17.853.998;0.053823380;vapor
53.491.520;48.282.633;13.562.893;0.73730581;46.803.210;50.363.116;10.789.538;46.332.622;78.635.723;49.870.084;14.612.021;17.878.365;0.054031206;vapor
53.553.843;48.769.930;13.707.031;0.72955259;46.798.232;50.356.255;10.781.578;46.437.283;79.007.977;49.851.617;14.539.799;17.902.805;0.054240516;vapor
53.616.165;49.260.976;13.852.547;0.72188890;46.793.113;50.349.208;10.773.613;46.542.280;79.384.057;49.832.837;14.467.993;17.927.318;0.054451332;vapor
53.678.488;49.755.791;13.999.456;0.71431349;46.787.852;50.341.975;10.765.641;46.647.618;79.764.029;49.813.742;14.396.598;17.951.906;0.054663676;vapor
53.740.811;50.254.395;14.147.771;0.70682512;46.782.446;50.334.553;10.757.663;46.753.299;80.147.958;49.794.330;14.325.612;17.976.571;0.054877572;vapor
53.803.133;50.756.807;14.297.508;0.69942257;46.776.897;50.326.942;10.749.678;46.859.328;80.535.913;49.774.598;14.255.030;18.001.313;0.055093042;vapor
53.865.456;51.263.048;14.448.682;0.69210465;46.771.201;50.319.140;10.741.686;46.965.707;80.927.961;49.754.546;14.184.848;18.026.134;0.055310112;vapor
53.927.779;51.773.137;14.601.307;0.68487018;46.765.358;50.311.146;10.733.687;47.072.441;81.324.175;49.734.171;14.115.063;18.051.035;0.055528805;vapor
53.990.101;52.287.094;14.755.399;0.67771801;46.759.367;50.302.958;10.725.681;47.179.531;81.724.625;49.713.470;14.045.672;18.076.019;0.055749147;vapor
54.052.424;52.804.939;14.910.974;0.67064700;46.753.226;50.294.574;10.717.666;47.286.983;82.129.387;49.692.443;13.976.669;18.101.086;0.055971164;vapor
54.114.747;53.326.693;15.068.047;0.66365602;46.746.935;50.285.993;10.709.644;47.394.799;82.538.534;49.671.086;13.908.052;18.126.238;0.056194882;vapor
54.177.069;53.852.375;15.226.634;0.65674397;46.740.492;50.277.214;10.701.613;47.502.984;82.952.146;49.649.399;13.839.818;18.151.476;0.056420329;vapor
54.239.392;54.382.006;15.386.752;0.64990976;46.733.895;50.268.235;10.693.573;47.611.540;83.370.300;49.627.378;13.771.961;18.176.803;0.056647532;vapor
54.301.715;54.915.606;15.548.416;0.64315232;46.727.144;50.259.054;10.685.525;47.720.471;83.793.078;49.605.021;13.704.480;18.202.219;0.056876521;vapor
54.364.037;55.453.196;15.711.645;0.63647060;46.720.237;50.249.670;10.677.467;47.829.782;84.220.563;49.582.327;13.637.370;18.227.726;0.057107323;vapor
54.426.360;55.994.796;15.876.454;0.62986355;46.713.173;50.240.081;10.669.400;47.939.475;84.652.839;49.559.293;13.570.627;18.253.326;0.057339969;vapor
54.488.683;56.540.427;16.042.862;0.62333017;46.705.951;50.230.286;10.661.323;48.049.554;85.089.994;49.535.917;13.504.249;18.279.021;0.057574490;vapor
54.551.005;57.090.109;16.210.886;0.61686943;46.698.568;50.220.283;10.653.237;48.160.024;85.532.115;49.512.197;13.438.231;18.304.813;0.057810918;vapor
54.613.328;57.643.864;16.380.543;0.61048036;46.691.024;50.210.069;10.645.140;48.270.887;85.979.294;49.488.130;13.372.570;18.330.702;0.058049284;vapor
54.675.651;58.201.711;16.551.853;0.60416196;46.683.318;50.199.644;10.637.032;48.382.149;86.431.625;49.463.714;13.307.263;18.356.691;0.058289622;vapor
54.737.973;58.763.672;16.724.833;0.59791330;46.675.447;50.189.005;10.628.913;48.493.812;86.889.202;49.438.947;13.242.306;18.382.782;0.058531965;vapor
54.800.296;59.329.767;16.899.502;0.59173341;46.667.411;50.178.152;10.620.784;48.605.881;87.352.124;49.413.827;13.177.696;18.408.976;0.058776349;vapor
54.862.619;59.900.019;17.075.880;0.58562136;46.659.208;50.167.081;10.612.642;48.718.359;87.820.490;49.388.351;13.113.429;18.435.276;0.059022808;vapor
54.924.941;60.474.447;17.253.985;0.57957625;46.650.836;50.155.792;10.604.489;48.831.252;88.294.404;49.362.516;13.049.502;18.461.683;0.059271381;vapor
54.987.264;61.053.074;17.433.838;0.57359715;46.642.295;50.144.281;10.596.324;48.944.561;88.773.971;49.336.321;12.985.911;18.488.200;0.059522104;vapor
55.049.587;61.635.919;17.615.459;0.56768319;46.633.581;50.132.549;10.588.147;49.058.293;89.259.298;49.309.762;12.922.654;18.514.827;0.059775016;vapor
55.111.909;62.223.006;17.798.868;0.56183349;46.624.694;50.120.591;10.579.956;49.172.451;89.750.497;49.282.838;12.859.726;18.541.568;0.060030156;vapor
55.174.232;62.814.355;17.984.085;0.55604718;46.615.633;50.108.408;10.571.753;49.287.038;90.247.680;49.255.545;12.797.124;18.568.425;0.060287566;vapor
55.236.555;63.409.987;18.171.133;0.55032341;46.606.395;50.095.995;10.563.536;49.402.060;90.750.964;49.227.881;12.734.846;18.595.399;0.060547286;vapor
55.298.877;64.009.925;18.360.033;0.54466134;46.596.979;50.083.353;10.555.306;49.517.521;91.260.470;49.199.844;12.672.887;18.622.492;0.060809361;vapor
55.361.200;64.614.190;18.550.805;0.53906016;46.587.384;50.070.477;10.547.061;49.633.424;91.776.318;49.171.431;12.611.245;18.649.708;0.061073832;vapor
55.423.523;65.222.804;18.743.474;0.53351903;46.577.607;50.057.367;10.538.802;49.749.775;92.298.635;49.142.638;12.549.915;18.677.047;0.061340747;vapor
55.485.845;65.835.788;18.938.061;0.52803717;46.567.646;50.044.021;10.530.528;49.866.578;92.827.550;49.113.465;12.488.896;18.704.513;0.061610151;vapor
55.548.168;66.453.166;19.134.589;0.52261378;46.557.501;50.030.435;10.522.239;49.983.836;93.363.196;49.083.906;12.428.183;18.732.108;0.061882092;vapor
55.610.491;67.074.958;19.333.083;0.51724808;46.547.169;50.016.608;10.513.935;50.101.556;93.905.707;49.053.961;12.367.774;18.759.834;0.062156619;vapor
55.672.813;67.701.187;19.533.565;0.51193932;46.536.649;50.002.539;10.505.615;50.219.741;94.455.225;49.023.626;12.307.664;18.787.693;0.062433782;vapor
55.735.136;68.331.876;19.736.061;0.50668672;46.525.938;49.988.223;10.497.278;50.338.396;95.011.893;48.992.898;12.247.852;18.815.689;0.062713632;vapor
55.797.459;68.967.046;19.940.595;0.50148955;46.515.034;49.973.660;10.488.925;50.457.526;95.575.857;48.961.774;12.188.333;18.843.823;0.062996224;vapor
55.859.781;69.606.721;20.147.193;0.49634707;46.503.937;49.958.846;10.480.556;50.577.135;96.147.270;48.930.251;12.129.104;18.872.098;0.063281611;vapor
55.922.104;70.250.922;20.355.879;0.49125856;46.492.643;49.943.780;10.472.168;50.697.229;96.726.287;48.898.326;12.070.163;18.900.517;0.063569850;vapor
55.984.427;70.899.673;20.566.681;0.48622331;46.481.151;49.928.458;10.463.764;50.817.812;97.313.068;48.865.997;12.011.506;18.929.083;0.063860998;vapor
56.046.749;71.552.995;20.779.626;0.48124062;46.469.459;49.912.880;10.455.341;50.938.889;97.907.777;48.833.259;11.953.130;18.957.798;0.064155115;vapor
56.109.072;72.210.913;20.994.740;0.47630978;46.457.564;49.897.041;10.446.899;51.060.466;98.510.585;48.800.111;11.895.032;18.986.665;0.064452262;vapor
56.171.395;72.873.449;21.212.051;0.47143013;46.445.466;49.880.940;10.438.439;51.182.548;99.121.664;48.766.548;11.837.208;19.015.687;0.064752502;vapor
56.233.717;73.540.626;21.431.588;0.46660098;46.433.160;49.864.573;10.429.959;51.305.139;99.741.194;48.732.568;11.779.655;19.044.867;0.065055898;vapor
56.296.040;74.212.467;21.653.380;0.46182167;46.420.646;49.847.939;10.421.460;51.428.245;10.036.936;48.698.166;11.722.371;19.074.208;0.065362519;vapor
56.358.363;74.888.995;21.877.455;0.45709156;46.407.921;49.831.034;10.412.941;51.551.871;10.100.635;48.663.341;11.665.353;19.103.713;0.065672432;vapor
56.420.685;75.570.235;22.103.845;0.45240998;46.394.983;49.813.856;10.404.400;51.676.024;10.165.236;48.628.088;11.608.596;19.133.386;0.065985707;vapor
56.483.008;76.256.209;22.332.579;0.44777632;46.381.830;49.796.402;10.395.839;51.800.708;10.230.759;48.592.403;11.552.098;19.163.228;0.066302418;vapor
56.545.331;76.946.942;22.563.689;0.44318994;46.368.458;49.778.669;10.387.257;51.925.929;10.297.225;48.556.285;11.495.856;19.193.245;0.066622638;vapor
56.607.653;77.642.456;22.797.207;0.43865022;46.354.867;49.760.655;10.378.652;52.051.692;10.364.654;48.519.728;11.439.867;19.223.438;0.066946445;vapor
56.669.976;78.342.776;23.033.166;0.43415655;46.341.052;49.742.355;10.370.026;52.178.005;10.433.070;48.482.729;11.384.127;19.253.812;0.067273918;vapor
56.732.299;79.047.926;23.271.599;0.42970834;46.327.013;49.723.768;10.361.376;52.304.872;10.502.495;48.445.284;11.328.634;19.284.370;0.067605138;vapor
56.794.621;79.757.930;23.512.539;0.42530499;46.312.746;49.704.891;10.352.703;52.432.299;10.572.952;48.407.391;11.273.384;19.315.116;0.067940190;vapor
56.856.944;80.472.812;23.756.021;0.42094591;46.298.249;49.685.719;10.344.006;52.560.293;10.644.464;48.369.044;11.218.375;19.346.053;0.068279160;vapor
56.919.267;81.192.597;24.002.081;0.41663054;46.283.519;49.666.250;10.335.285;52.688.860;10.717.058;48.330.240;11.163.603;19.377.185;0.068622138;vapor
56.981.589;81.917.308;24.250.755;0.41235829;46.268.553;49.646.481;10.326.540;52.818.007;10.790.758;48.290.975;11.109.065;19.408.515;0.068969215;vapor
57.043.912;82.646.972;24.502.080;0.40812862;46.253.349;49.626.408;10.317.769;52.947.739;10.865.591;48.251.246;11.054.758;19.440.049;0.069320486;vapor
57.106.235;83.381.612;24.756.093;0.40394096;46.237.904;49.606.028;10.308.972;53.078.064;10.941.584;48.211.047;11.000.679;19.471.790;0.069676049;vapor
57.168.557;84.121.253;25.012.834;0.39979477;46.222.214;49.585.338;10.300.148;53.208.987;11.018.766;48.170.375;10.946.824;19.503.742;0.070036005;vapor
57.230.880;84.865.921;25.272.341;0.39568951;46.206.278;49.564.334;10.291.298;53.340.517;11.097.164;48.129.225;10.893.192;19.535.910;0.070400458;vapor
57.293.203;85.615.640;25.534.654;0.39162465;46.190.093;49.543.012;10.282.421;53.472.659;11.176.811;48.087.593;10.839.778;19.568.297;0.070769516;vapor
57.355.525;86.370.436;25.799.816;0.38759966;46.173.654;49.521.369;10.273.515;53.605.422;11.257.735;48.045.476;10.786.580;19.600.908;0.071143289;vapor
57.417.848;87.130.335;26.067.868;0.38361404;46.156.959;49.499.401;10.264.581;53.738.812;11.339.970;48.002.867;10.733.595;19.633.748;0.071521891;vapor
57.480.171;87.895.362;26.338.853;0.37966726;46.140.005;49.477.104;10.255.618;53.872.836;11.423.549;47.959.763;10.680.818;19.666.822;0.071905442;vapor
57.542.493;88.665.542;26.612.815;0.37575882;46.122.789;49.454.475;10.246.625;54.007.503;11.508.505;47.916.159;10.628.248;19.700.134;0.072294062;vapor
57.604.816;89.440.903;26.889.799;0.37188823;46.105.307;49.431.509;10.237.602;54.142.820;11.594.875;47.872.050;10.575.881;19.733.689;0.072687878;vapor
57.667.139;90.221.469;27.169.853;0.36805500;46.087.556;49.408.202;10.228.548;54.278.795;11.682.695;47.827.432;10.523.714;19.767.492;0.073087019;vapor
57.729.461;91.007.267;27.453.021;0.36425863;46.069.533;49.384.551;10.219.462;54.415.435;11.772.002;47.782.299;10.471.744;19.801.549;0.073491620;vapor
57.791.784;91.798.323;27.739.355;0.36049865;46.051.233;49.360.550;10.210.344;54.552.750;11.862.837;47.736.646;10.419.968;19.835.865;0.073901820;vapor
57.854.107;92.594.664;28.028.901;0.35677460;46.032.654;49.336.196;10.201.193;54.690.748;11.955.239;47.690.469;10.368.382;19.870.446;0.074317763;vapor
57.916.429;93.396.317;28.321.713;0.35308599;46.013.792;49.311.485;10.192.008;54.829.437;12.049.251;47.643.761;10.316.983;19.905.296;0.074739596;vapor
57.978.752;94.203.309;28.617.840;0.34943238;45.994.642;49.286.411;10.182.790;54.968.825;12.144.917;47.596.518;10.265.769;19.940.422;0.075167474;vapor
58.041.075;95.015.666;28.917.338;0.34581330;45.975.201;49.260.970;10.173.536;55.108.923;12.242.282;47.548.735;10.214.736;19.975.830;0.075601554;vapor
58.103.397;95.833.417;29.220.260;0.34222830;45.955.466;49.235.157;10.164.247;55.249.740;12.341.393;47.500.404;10.163.880;20.011.525;0.076042001;vapor
58.165.720;96.656.587;29.526.662;0.33867695;45.935.432;49.208.968;10.154.921;55.391.284;12.442.298;47.451.521;10.113.199;20.047.515;0.076488985;vapor
58.228.043;97.485.206;29.836.602;0.33515881;45.915.094;49.182.397;10.145.559;55.533.565;12.545.049;47.402.081;10.062.690;20.083.805;0.076942682;vapor
58.290.365;98.319.301;30.150.139;0.33167343;45.894.449;49.155.439;10.136.158;55.676.594;12.649.696;47.352.076;10.012.348;20.120.402;0.077403273;vapor
